"school","gender","decision"
"B","W","Yes"
"B","W","Yes"
"B","W","Yes"
"B","W","No"
"B","W","No"
"B","W","No"
"B","W","No"
"B","W","No"
"B","W","No"
"B","W","No"
"B","W","No"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","Yes"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","M","No"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","Yes"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"C","W","No"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","Yes"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","M","No"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","Yes"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
"D","W","No"
